Classifier: Naive Bayes
Mode: Quaternário
DataTrain length: 27066
DataTest length: 1073

-----PREDCTION INFO-----
Accuracy: 0.756756756757

Report:
             precision    recall  f1-score   support

        pos       0.76      0.78      0.77       163
        neg       0.64      0.98      0.77       316
        neu       0.89      0.69      0.78       509
        irr       0.93      0.31      0.46        85

avg / total       0.80      0.76      0.75      1073

Confusion Matrix:
[[127  20  16   0]
 [  2 309   5   0]
 [ 25 132 350   2]
 [ 14  22  23  26]]

261 Wrong Predictions:
cenaze nedeniyle kapal y z apple http t co j l kk | Correct: irr Predicted: neu
749 - head to our fb page for a link to the apple community support page detailing how to turn off newsstand auto renewal http t co hpp tu -> neu
750 - apple s siri is witchcraft what s next googleresearch yr lead lost -> pos
751 - rt jamaicanidler lmao i think apple is onto something magical i am dying haha siri suggested where to find whores and where to h -> pos
752 - asked siri is she dreams of electric sleep was disappointed that she didn t have a snippy answer missed opportunity apple -> neg
753 - video siri also gets angry http t co tzigd b chrisvoss apple apple siri iphone s ai -> neu
754 - mashable apple iphones r expensive most went w htc galaxy no customer loyalty w phone comp -> neg
755 - apple safari reader owns the worldwide web -> neu
756 - icloud set up was flawless and works like a champ to the cloud apple -> pos
757 - interesting apple now requires you to have a reservation apple iphone s http t co zzk ftii -> neg
758 - stevejobs memorial at the leawood apple store http t co uvgb g -> neu
759 - well apple seems b screwing iphone s resellars they still dont have s yet were promised similar ma bell s monopolistic prctices -> neg
760 - wow worst apple customer service experience ever arrogant and inept bad combo biltmore apple store -> neg
761 - hbogo apple why don t you play nice and let me use hdmi from ipad pretty lame -> neg
762 - http t co cvekdoiq line at apple northpark dallas mall gsiphone -> neu
763 - too many iphones apple dcoult firstworldproblems http t co ck yffsy -> neu
764 - siri is cool but more importantly handy and funny apple please configure it for canada what s with the racism eh -> neu
765 - i sure as hell better be able to restore my calendar events terrible bug apple apple icloud anothericloudfail -> neg
766 - apple ios gm on ipad is very slow wash better on beta solve this problem or give me the ipad -> neg
767 - anyone else stuck in duped calendar mail battery sucking apple hell icloud and osx lion are a disappointment -> neg
768 - rt howardmortman rt edatpost apple fan eric holder spotted at the genius store http t co vzsixpy -> neu
769 - apple give siri back -> neg
770 - still a line apple store hillsdale mall http t co wzvxnz e -> neu
771 - adityasood apple quora i totally agree was talking w friends about that yesterday siri everywhere -> neg
772 - issues with updating itunes on my windows pc they really are not compatible sent more time talking to apple care than using it -> neg
773 - rt jewelz mashable apple iphones r expensive most went w htc galaxy no customer loyalty w phone comp -> neg
774 - rt mn nova love ios easter eggs pull down from middle top to bottom and see what pulls down awesome little feature ios apple -> pos
775 - rt talkyo ish dear apple can we get some afro american emoticons management -> neu
776 - blackberry vs apple iphone -> neu
777 - s o to apple for replacing my phone for free -> pos
778 - i really hate dealing with the brain dead people at the apple store for such good products customer service sucks -> neg
779 - apple no i won t wait until thursday for an available appointment just so a genius can tell me i m shit out of luck now -> neg
780 - complimenti sinceri ad apple per ios va benissimo su iphone e ipad -> neu
781 - rt iancollinsuk apple have just announced they sold million phones this weekend incredible that recession continues to bite apple -> neu
782 - you can make photo albums in the photos app with ios but can t password protect them um apple fix that quickly -> neg
783 - oops apparently apple is some handle squatter tweetbarassment -> neg
784 - rt cjwallace so apparently apple put mb cap on your sms with the new update mb storage before it tells you your inbox is full w -> neg
785 - ihs iphone s shows key design and component changes http t co y mali y apple apple iphome s ios -> neu
786 - apple can you get your iphone to stop vibrating when you get a text -> neg
787 - i hate my apple computer thats dollars down the drain -> neg
788 - is at the apple store waiting for a poorly imac to be seen by a genius hopefully this will be painless not too bad in here -> neg
789 - yeah apple is updated planking photos lmaoo http t co iusxjjdq -> neu
790 - thx instagram thx apple hypo d tri x http t co d eejhbt -> pos
791 - apple please put the tab button back in pages for ipad that hold my finger down wait for the insert tab then touch that for the tab smh -> neu
792 - awesome documentary about how apple was created stevejobs apple apple http t co qetk ds -> neu
793 - yessss i m lovin the iphone update especially the slide down bar at top of screen good job apple -> pos
794 - realestateguywi all about yesterday s apple upgrade helpful but maddening -> neu
795 - love how rogersbiz tell u they re not allowed to sell the s for more than apple but yet want more for the g -> neg
796 - like apple da fuck is this shit http t co nb dhlsg -> neg
797 - azrael rt davidegori and again mobileme is down issues when syncing accessing mail is this a good premise for icloud apple -> neg
798 - when you want something done right you do it yourself or go to apple at t you re useless these days yourdaysarenumbered -> neg
799 - win an apple ipod touch from mommy gaga get the pampers hello world baby memories app http t co ndrpciy pampershelloapps -> neu
800 - apple dette blir for dumt http t co zqkmkq -> neu
801 - imightbewrong apple inthequeencity teamapple -> pos
802 - apple must be launching a searchengine imminent surely applesearch applecore bigapple haha please be the latter -> neu
803 - attcustomercare att apple i already have an iphone with an att contract can i buy a factory unlocked iphone s with my contract -> neu
804 - mommy gaga win an apple ipod touch mommy gaga get the pampers hello world baby memories app http t co qeatnmpi pampershelloapps -> neu
805 - rt crmstrategies great tech war of http t co jgrobp fastcompany profiles amazon apple google facebook on cnbc ht phil -> neu
806 - apple can suck my dick gotta restore my ipad annoyed -> neg
807 - apple have just announced they sold million phones this weekend incredible that recession continues to bite apple recession -> neu
808 - apple by far the best ipod and first time iphone ever good job guys -> pos
809 - ugh apple youre reservation page for the iphone is not working -> neg
810 - iancollinsuk apple i like what you did there -> pos
811 - rt faithmcnally rhiannaraee hanging apple in tacoma listening to the beatles -> neu
812 - how i manage my businesses life pivotaltracker signals twitter googleapps apple dropbox wordpress dreamhost thx -> neu
813 - sigh apple store seems stumped what to do about my catastrophically bad battery life after upgrading to ios -> neg
814 - i have apple products -> neu
815 - rt rickholgate packed session on apple and google at gartnersym indicator of today s mindshare -> neu
816 - win an apple ipod touch from mommy gaga get the pampers hello world baby memories app http t co fnbknwmj pampershelloapps ends -> neu
817 - dear apple your staff at the little rock store answered my first questions with i don t know they weren t hard questions -> neg
818 - apple out of respect i really do think the apple logo should be revised to the one you have no doubt seen http t co xnkwgxme -> pos
819 - how much do apples factories cost asymco http t co gh tvqmo -> neu
820 - ok it is back iphone apple -> neg
821 - the battle of voice controlled ai platforms if they were mobile os ind same q s as in ie antitrust case in eu vlingo v google v apple -> neu
822 - do not check other site for uhmw conveyor now you go best site of uhmw conveyor http t co rmv d q pin cable apple -> neg
823 - blackberry does take better quality photos than apple iphone though i give them that photograherseye -> neg
824 - thanks to a minute wait on hold half an hour actually talking to someone the apple tech decides to send me an email to fix my phone -> neg
825 - chriswglowe apple gadgetlab you can tell me tonight cracking open the vodka tonight if you fancy -> neg
826 - saturdaycute shit that siri says apple designers knew what people were going to ask the new digital assistant http t co ecji iio -> neu
827 - hey apple do you wanna fix my fucking playlist order you piece of shit -> neg
828 - iancollinsuk apple what s incredible is that people still buy into apple as world beater s not true anymore -> pos
829 - apple please bring back the old siri app for us old school iphone users -> neg
830 - when is apple gonna update the fact that i can t see emoji on twitter for mac -> neg
831 - our trip to sf and silicon valley is about to end visit apple hq is one of the final stops http t co ikooqdoc -> neg
832 - mvm well if it told you what you did to it or how it happened it would be concrete evidence that apple is logging your life l -> neg
833 - disappointing visual merchandising apple simple but lacks elegance and sequence doesn t even tell us about siri http t co xv q gfi -> neg
834 - rt herahussain rickysinghpt got a new backside for my eye phone v impressed with apple -> pos
835 - casi a os usando pc de ellos casi mac y tengo q decir que el macbook air de apple es de largo lo mejor no imagino como mejorarlo -> irr
836 - steve jobs tribute iphone s cases now available iphonecaseshttp t co hyuriiq stevejobstributecases ikaveri iamsrk apple -> neu
837 - is it just me or do other people miss the ipod symbol on the iphone i had the first ipod it s what i relate to apple ios nostalgia -> neg
838 - hey apple i know steve jobs died all but my twitter for ipad app keeps crashing fix it now please lol f light -> neg
839 - i wish siri could tweet for me apple fix that -> neg
840 - iphone s mp camera its a sony http t co uyizeak sony apple apple iphone s cameras -> neu
841 - quiero migrar apple -> neg
842 - motoactiv methinks apple and maybe nike are already prepping lawsuits -> neu
843 - novatyler foreverfit u amazing how quickly apple went down the poop tube it couldn t have do w operator error sarcasm still apple -> neg
844 - i wish the apple updater would stop trying to ram itunes down my throat i don t own a pissing iphone apple -> neg
845 - wow great deals on refurbed ipad first gen models rt apple offers great deals on refurbished st gen ipads http t co ukwokbgd apple -> pos
846 - apple hits samsung in court again http t co l brf yb -> neu
847 - y sigue sin avisarme cuando me mencionan en twitter pidounparche actualizenlaapp apple steve jobs mugrero -> neu
848 - apple took my siri and made it exclusive to iphone s sorude -> neg
849 - an apple update has seemed to render my work machine incapable of opening hdv video thanks apple zero useful productivity today -> neg
850 - poll http t co tzblegaq q should microsoft consider making its own hardware for windows like apple does microsoft windows appl -> neu
851 - apple pratet om en versjon av ipod touch til barn de ombestemte seg da tittelen n rmet seg itouch kids -> pos
852 - apple stuck it to amazon when it unveiled icloud showing that the placement of i before the name of even a failed effort yields success -> neg
853 - rt carlmilner rt petapixel iphone s vs canon d mark ii a side by side comparison of p hd video http t co qmymiv z -> neu
854 - imessage doesn t show the time a message was sent annoying apple -> neg
855 - jonsibley actually the apple mouse is pretty sweet man -> pos
856 - iphone watch siri work on the old iphone gizmodo http t co dgpwl r apple allow commands from iphone stop playin -> neu
857 - apple expanded the app store to more than new countries in the december quarter -> neu
858 - interesting times when increasing your revenue from b to b in a recession is considered a disappointment apple -> neg
859 - chill lol rt apple rt styl standin what is imessage -> neu
860 - coatgal had a really interestng experience up in the apple store though paul was with me up there faulty iphone but out of warranty -> pos
861 - ok itunesmusic idk wth is up but after syncing my phone my album art is out of order wtf apple -> neg
862 - this rt bonkoif looks like apple did not appropriately project the resources needed for siri not very reliable -> neg
863 - novatyler i lost a lot that i paid for apple wordswfriends etc nothappy oh well poop happens -> neg
864 - win an apple ipod touch from mommy gaga get the pampers hello world baby memories app http t co g uof uz pampershelloapps -> neu
865 - the iphone s is amazing siri s voice recognition is absolutely a step above previous attempts bravo apple -> pos
866 - ios has one problem when i save someone in my contacts they don t show his nam becuz of the region apple apple -> neg
867 - i promise this iphone been at battery for the last hours i see you apple -> neg
868 - now apple won t let me use credit on itunes unless i have a credit card should have told me when i redeemed the cards sound fair to you -> neg
869 - i update to ios and lose everything on my phone and it wont let me sign into my itunes account thanks apple -> neg
870 - apple siri is amazing i m in love -> pos
871 - nansen apple i have not heard of that hubby had no problems i have not done it yet -> neg
872 - after being on hold with apple for the last mins i really like their music selection of on hold music white stripes ray lamontagne -> neg
873 - mayati i think apple didn t do such a thorough job with the step x steps for upgrade and move to icloud now it s cost me mightily -> neg
874 - apple ios has been nothing but a pain in the ass no room for my music or photos or apps can i undo this garbage -> neg
875 - apple internode icloud ios piracy omg no wonder ive used all my downloads -> neg
876 - ios getting sloppy apple u need to check your qa team too many issues with apps data and syncing -> neg
877 - zombiebomber have been on the phone with verizonwireless and apple pretty much ever since then really annoyed -> neg
878 - apple predicts siri in in video the video is staged for september http t co tfnrp md -> neu
879 - using my awsome ipad i love it i love my macbook too and my ipod it s all amazing i love apple -> pos
880 - the new ios completely failed at upgrading the phone now i m stuck in this restore loop thanks apple for wasting my day can i undo -> neg
881 - once again getting great customer service from the apple store at millenia mall -> pos
882 - come to the dark side gretcheneclark hey apple if you send me a free iphone i will publicly and ceremoniously burn my blackberry -> pos
883 - iphone s first weekend sales top four million http t co o zqny k via apple -> neu
884 - yes i am live tweeting my apple tech support call isn t this fun -> pos
885 - apple thanks apple for ios and losing all my contacts -> neg
886 - a great iphone s review engadget iphone apple http t co gx qywe -> neu
887 - apple pls launch siri on iphone disappointed after spending hours for upgrading to ios -> neg
888 - fuck you apple die in a fucking blaze inferno -> neg
889 - dear applecongratulations i am suing my insurance company and you just managed to make it to the top of my shit list ineedthosepictures -> neg
890 - has the new ios changed the way the ipad charges i ve noticed i can charge from my laptop iphone charger now toptweets bbcclick apple -> neu
891 - hanrahan apple don t say things you can t take back joel -> neg
892 - rt travisdommert is leaving steve s photo on the apple home page what he would really want in his honor let s get back to innov -> neu
893 - rt edatpost bah genius bar rt edatpost apple fan eric holder spotted at the genius store http t co ftlttlpn -> neu
894 - video siri also gets angry http t co ksx xzor chrisvoss apple apple siri iphone s ai -> neu
895 - can this ho siri update your tweets cc apple iphone news -> neu
896 - hey apple i hate my computer i need a mack wanna send me a free one -> neg
897 - this good here iphone will do me very well today thanks to the gods that are apple -> pos
898 - vlingo is a poor substitute for siri yo apple gimmie siri -> neu
899 - the great tech war apple facebook google amazon battle for the future http t co svu cg m via fastcompany -> neu
900 - dear motorola i smell a lawsuit coming your way cc apple motoactv -> neu
901 - amandbrar apple siri has worked for me less than of the time if service doesn t improve by monday i m returning my iphone s -> neg
902 - motorola is the best android powered company that is going against apple -> neu
903 - watching igenius on discovery based on first minutes apple never should have gone public in -> neg
904 - charence ramos apple jane heimacho tintin julielmo new followers na follow back ko na po kayo -> pos
905 - rt jdougyj hey apple do you wanna fix my fucking playlist order you piece of shit -> neg
906 - these cos are worth billions apple facebook google amazon and they are battling for consumers http t co wxpch h via fastcompany -> neu
907 - new blog http t co encsf ju verizonwireless motorola google apple android droidbionic iphone s glte -> neu
908 - why doesn t the genius have songs for watch the throne yet huh apple -> neg
909 - principal global players will be active in every market amazon apple kobo fbf publaunch mikeshatzkin http t co ndxcmo -> neu
910 - dropbox balked at acquisition by apple my apps thank them http t co vsypl xu -> neu
911 - apple good ipad -> neg
912 - apple readyfor http t co m fqakyr -> neu
913 - breakingnews gizmodo reports apple iphone s sold over million over the weekend truestory http t co bej s a -> neu
914 - apple store dude i hear an accent where ru from me no from ct but ur not st tell me that dude maybe its http t co ztje p -> neu
915 - ford should have teamed up with apple instead of microsoft to make this sync system in my new focus car is sweet sync is epicfail -> neg
916 - a brick n mortar google store coming soon to london us next copying apple business model http t co l vthsv -> neu
917 - assistindo o filme chapa piratas da inform tica esse filme e foda viva apple -> neg
918 - do wish hudl would come up with a native apple mac version of their video editor especially with hd video but love everything hudl -> neg
919 - at the bus with my iphone thxx apple -> pos
920 - so apple the new imessage is great and all but is there a way to default to sms when i m not on wifi i have limited data -> neu
921 - apple store ny -> neu
922 - dear apple i had to turn off all those awesome featured you just enabled data plan can t handle it mb of data just because -> neg
923 - finally got the apple iphone thanks to sprint getting with the times -> pos
924 - apple your new save a version function in pages is absolutely the most awful interrupting counter intuitive piece of crap in the world -> neg
925 - wtf apple pages for the new terms conditions when u update ur apps from the itunes store do u really think we ll read em really -> neg
926 - apple please provide support for a bangla keyboard in ios it would make the life of many bengali ios users easier iphone -> neu
927 - twalve too busy having slappy hissy fits with samsung apple -> neu
928 - oh and prolly ganna be late to work bc apple has screwed me and my phone has my only alarm on it -> neg
929 - check this video out moe plays live on ipads video dedicated in memory of stevejobs http t co xsiydnqu ipad mac apple brilliant -> neu
930 - the line at the apple is just stupid -> neg
931 - apple http t co lkm jzin -> neu
932 - having major battery drain issue since updating iphone to ios anyone else appstore iphone apple -> neg
933 - macbook pros constrained new models appear in apples inventory system apple macbookpro http t co blgr ue -> neu
934 - i wonder if the person who has apple is holding out for apple to buy it from them -> neg
935 - strange i cannot put my newsstand app into any group apple wants to be our new paperboy ios iphone -> neu
936 - need to update my apps my apple id is disabled don t know what to do apple appstore itunes siri assistant -> neu
937 - apple i committed to your cloud storage idisk and now it s raining so soon no more idisk any plans for a new service for storage -> neg
938 - n apple vai trabalhar no iphone -> neg
939 - hey apple pretty much all your products are amazing you blow minds every time you launch a new gizmo that said your hold music is crap -> neg
940 - apple no siri support for canada sucks siri but loving the new iphone upgrade from my gs iphone s -> neu
941 - discount hemp knots today cheap price too save money for best hemp knots http t co h joplq avanti apple peeler -> neg
942 - apple cards app notifies me the card i sent has arrived at local post office and should be delivered today sunday truly is magic -> pos
943 - rt hermy reddclay now that were done prasing apple s ios everyone go subscribe to notsosuperpro shamlessselfpromotion -> neu
944 - rhiannaraee hanging apple in tacoma listening to the beatles -> neu
945 - asimrang apple umber the desktop app is wack though -> neu
946 - ipad ipad generation general berholt ab apple der tablet von apple bleibt weiterhin recht preisstab http t co h anhavu -> neu
947 - to reiniciando meu computador as id ia apple -> pos
948 - i just sent my grandma a post card using my cardsapp thanks apple -> pos
949 - omg apple why the fuck did you delete all my music you dicks -> neg
950 - rt iancollinsuk apple have just announced they sold million phones this weekend incredible that recession continues to bite apple -> neu
951 - smashed yet another iphone screen when are apple gonna make the phone more durable tired of fixing it myself -> neg
952 - rt leahjanell this moment w shyah dianigroves is brought to you by nba apple riesling oh and http t co dp xids -> neg
953 - well apple fixed my ios battery drain problem with a replacement iphone it s working like a champ now -> neg
954 - flowers apples shower the santa monica apple store in honor of stevejobs http t co xgf gms -> neu
955 - is it me or does my iphone run slower since the ios update apple verizon -> neg
956 - so apparently that s not the correct apple -> neg
957 - video siri also gets angry http t co ku wx chrisvoss apple apple siri iphone s ai -> neu
958 - appleupdates success stories iphone ipad now been on phone to apple mins ipad will not wasting my time apple replaceit -> neg
959 - i am now the proud owner of apple tv thanks to big bro steveeadie and family -> pos
960 - rt jimmcniel if apple does not resolve the siri network issues they will need to rename a great product to sorri who else is havin -> neg
961 - kan samsung och apple sluta sl ss om kunderna i r ttssalen och med v rldens b sta produkter ist llet s blir det mycket b ttre -> irr
962 - hilarious youtube video guy does a duet with apple s siri pretty much sums up the love affair http t co exbnqjy -> pos
963 - dear apple imessage client for desktop please -> neu
964 - novatyler apple most of mine are gone too not recovered after i saved them b i upgraded my iphone soooo pissed -> neg
965 - speechtrans http t co tw szx on apple app store listed as the best bi directional speech to speech translator posts on twitter -> neu
966 - jackiestone yes tech peeps talk so much about algorithms but tech should always tie back to people apple proves this imediasummit -> neu
967 - i absolutely love my iphone s thank you steve and apple -> pos
968 - has been on terminal hold with apple support she must not be the only person having trouble with the new iphone and synching -> neg
969 - currently learning mandarin for my upcoming trip to hong kong i gotta hand it to apple iphones their uber useful flashcard apps -> pos
970 - comparing the apple blackberry apps interfaces can anyone imagine how blackberry could have done worse sadreally -> neg
971 - have never had such poor customer service at apple before what happened apple store w others http t co gklxmui -> neg
972 - why can t i check just notes without mail on lion for icloud like i do on the ios devices apple -> neg
973 - iphone s mp camera its a sony http t co biqbehtb sony apple apple iphone s cameras -> neu
974 - rt apple we destroying you next rt therealterica duh teamandroid rt juanhustle i got a feeling we living in the last days of blackberry -> neu
975 - not happy with apple right now the upgrade to my itouch took out my itouch and laptop help -> neg
976 - dear apple why did all my pdfs and epub files disappear from ibooks in my iphone post ios upgrade this hurts gs needsomethingtoread -> neg
977 - apple has a record quarter and because a bunch of professional guessers aka analysts wanted more its a disappointment wtf -> neu
978 - o itunes acaba de me avisar q esta dispon vel a vers o pra atualizar meu iphone como n o cair de amores pela apple e stevejobs -> irr
979 - sail phoenix next stop after quimera rock apple house -> neg
980 - saw that apple is covered with msgs steve jobs nice to kno ppl r still saying thankyousteve -> neu
981 - total chaos at apple store regent street like an ethiopian feeding station can t believe this is same co that makes all that cool shit -> neg
982 - packed session on apple and google at gartnersym indicator of today s mindshare -> neu
983 - fashionnoguilt haha tomorrow should be less hectic too cause everyone and their moms was at the apple store today -> neg
984 - waiting on line apple store at west th street -> neu
985 - what happened rt xcuntnuggetx never purchasing another item from apple -> neg
986 - alastair w respect the old alternatives were talking to a computer in india or the geek squad apple does a pretty great job -> pos
987 - apple has a pic of steve jobs on their home page honor -> neu
988 - rt jldavid iphone s first weekend sales top four million http t co o zqny k via apple -> neu
989 - rt joelburns dear apple it s me again thank for beautiful new ios features but i miss some of the old ones lk making calls texts -> neg
990 - what is going on with all my apple products first my ipad freezes still is frozen and then my iphone won t turn on techietroubles -> neg
991 - apple to repair my ipad apple you ve lost me and my a year android here i come -> neg
992 - nytimes coach wants to see you and bring your ipad http t co j ftieng ipad apple set red red hut hut nfl wish i had an ipad -> pos
993 - so apparently apple put mb cap on your sms with the new update mb storage before it tells you your inbox is full what is this -> neg
994 - would you look at that southwestair does apple style welcomes as well http t co t trfnk customerappreciation custserv -> neu
995 - or hide it rt lucasblack dear apple re newsstand don t advertise magazines for free they re not free alsoallow us to remove the app -> neu
996 - iphone s setup siri for your tweets http t co eyhmhstm apple apple iphone siri -> neu
997 - removing all apple shit -> neg
998 - apple the reservation system not working shows no products avail let alone iphone s i had the site open in browsers at pm and nothing -> neg
999 - so ya my itunes is in japanese -> neg
1000 - apple thank you for sucking so much i cannot believe you would sell something online that isn t made -> neg
1001 - apple not happy with apple today i did the suggested software update and now nothing works -> neg
1002 - oh apple steve obviously had nothing to do with iphoto as it s the perfect opposite of insanely great get it fixed please -> neg
1003 - hey apple why is siri not available for the mac -> neu
1004 - we did an unexpected workshop for the iphone s at apple yesterday and we got an awesome amount of info notjustaboutthephone gamerchik -> pos
1005 - win an apple ipod touch from mommy gaga get the pampers hello world baby memories app http t co madmqpc pampershelloapps -> neu
1006 - speechtrans http t co tw szx on apple app store listed as the best bi directional speech to speech translator posts on twitter -> neu
1007 - rt shanmoorthy next year is going to be really interesting in tech as google amazon facebook and apple vie for new growth areas -> neu
1008 - hailfire irvysan they are then apple happened and snatched siri so they could be douchebags and say it s ours -> neg
1009 - been mia from twitter but now tweeting from my new apple iphone finallycool notreally well it is i m not stilllearning -> neu
1010 - so phoenixswinger s iphone is giving her a hella hard time w the ios update apple -> neg
1011 - rt ajrogers purdie rogers tribute to stevejobs and apple we spray painted the macintosh plus w http t co omxjhzh -> neu
1012 - damn you apple -> neg
1013 - apple my iphone is charging very slowly -> neg
1014 - tell how steve jobs apple changed your life and will be donated to pancreatic cancer research pancan pan act http t co bwzganje -> neu
1015 - could apple lion please integrate vertical spaces in mission control this horizontal business is making me nauseous -> neg
1016 - rt nansen so this sms full message is known apple issue with new ios update trying restore when all else fail restore -> neg
1017 - samsung wants to ban apple iphone s in japan and australia http t co hwa twic smartphonewar -> neu
1018 - save me from hp s unwanted os help me buy an iphone i have seen the light lol http t co gup acz backchannel apple -> pos
1019 - new ios update is the best iloveyou apple -> pos
1020 - ihs iphone s shows key design and component changes http t co tfigidv apple apple iphome s ios -> neu
1021 - iphone apple store g -> neu
1022 - thatstevegray done that buddy just surprised that there s no option from apple if you turn it back on it brings back the pics u delete -> neg
1023 - hell yes got my contacts back thanks apple -> pos
1024 - if i was apple i d publicly denounce and file suit against nuance then buy em on the cheap siri -> neu
1025 - one thing i want from ios is searching in the add bar similar to what firefox or droid phones do but thnx for a talking google apple -> neg
1026 - whoa line at apple store in glendale for iphone s http t co yzlpogxb -> neu
1027 - win an apple ipod touch from mommy gaga get the pampers hello world baby memories app http t co yuydxo t pampershelloapps -> neu
1028 - win an apple ipod touch from mommy gaga get the pampers hello world baby memories app http t co eylm pav pampershelloapps -> neu
1029 - hall pass had me rolling apple bee s lookin for nookie really -> neg
1030 - rygurl you need an apple iphone s with siri -> pos
1031 - what s up twitpeeps how s every apple user liking ios -> neu
1032 - apple why my tunes no go on my iphone iphone lonely without them silly ios -> neg
1033 - keke blackberry apple haha i know so sad -> neg
1034 - i m suspecting apple timed the health decline of my iphone perfectly with the iphone s release my battery is seriously ailing -> neg
1035 - how do you sync gmail contacts with your iphone help please apple gmail -> neu
1036 - apple do not buy an iphone s that isn t in the store they are not made yet and defrauding you -> neg
1037 - i am so done with att and apple s profitering and lack of customer service so fucking down with both -> neg
1038 - found out the hard way today that webex does not work with apple ios yet when you are following a link for a meeting -> neg
1039 - rtimbuc thx for publicly coming out out of the apple closet -> neu
1040 - got the new apple update -> neg
1041 - the folks at apple are awesome so glad i a mactard -> pos
1042 - imessage is here wid ios rip bbm cultofmac apple -> neu
1043 - como puedo checar mi correo si tengo cuenta apple com s osea no q onda con eso jajaja -> irr
1044 - rim to release new generation of phones in the new year to contend with apple hmmm -> neu
1045 - loving new technology from apple iphone s mac air and icloud are unreal technology -> neu
1046 - awesome service from the apple store in pc thanks chris -> pos
1047 - loving my new iphone s thanks apple for ios -> pos
1048 - buy more products of hemp jewelry instructions now free ship http t co bps t lehmans apple peeler -> neu
1049 - rt rdingwell apple has a record quarter and because a bunch of professional guessers aka analysts wanted more its a disappointmen -> neu
1050 - ios is nice and as it had to be thanks apple -> pos
1051 - interesting read on war b w apple samsung http t co vt d yi using latter agree lack of innovation but better specs at same price -> neu
1052 - apple bees w deejay tinyt -> neg
1053 - oja ik ben gelijk al mijn apps kwijt bedankt apple -> neg
1054 - you know you ve gone apple overboard when you misread a yelp review as ipad thai fb -> neu
1055 - semilshah yeah except that when you ask for a receipt it takes them minutes to figure out where it printed out fix that apple -> neg
1056 - this video brought a small tear to my eye http t co va ninp watch to stevewoz opinion of stevejobs and apple -> neu
1057 - asked siri where s baby lisa and was told sorry i m having trouble connecting to the network right now apple server fail ios -> neg
1058 - currently ordering a brand new macbook pro bahhh my macbook is years old i ll miss it but it s time cc apple -> pos
1059 - iphone s now reservation only if you want to buy it in an apple store tomorrow you have to reserve online after pm tonight -> neg
1060 - how the community saw stevejobs most community icelebrates steve jobs http t co jjrwivmc apple -> neu
1061 - wiredinsider beautiful yes though it simply reminds me of apple s spinning wheel of death clock reinvented http t co tjcjaqfl -> pos
1062 - ok hindi keyboard in ios is something to cheer about but apple what about support for missing indian languages fail -> neg
1063 - apple on the ipad with ios why has the messages icon been included when it can t be used -> neg
1064 - rt terrystorch with twitter and apple partnership would be great if sms from to ios devices would use imessage -> neu
1065 - siri now knows who my dad mom brother and girlfriend is thanks apple -> neg
1066 - mooi verhaal over dropbox en hoe zij een geweldig aanbod van apple steve jobs hebben geweigerd in het verleden http t co earobine -> neu
1067 - iphone s setup siri for your tweets http t co uecqhl k apple apple iphone siri -> neu
1068 - steelo yea i pre order through apple and they sorry too just like at -> neg
1069 - what do we have to do to get flash on ipad apple please please please change your mind thank you in advance kusi sk peternemcok -> neg
1070 - what are we not buying enough ipads already apple give us a break while we learn to cope with a post steve apple http t co w gtxqz -> neu
1071 - apple et je devrais arr ter de vous glorifier et a c est pas cool -> irr
1072 - apple ios is all well and good and has nice new features but i m still waiting on an app that will go to work for me -> neg
1073 - win an apple ipod touch from mommy gaga get the pampers hello world baby memories app http t co en iacwr pampershelloapps -> neu
